Crop,Variety,State,Season,Year,Quantity,Production,Unit,Cost,Recommended_Zone
Wheat,Standard,Andhra Pradesh,Rabi,2011,34.45,37.62,Tons,53941.91,Andhra Pradesh
Rice,Standard,Maharashtra,Kharif,2003,38.66,35.65,Tons,88754.44,Maharashtra
Soybean,Standard,Haryana,Rabi,2001,12.84,14.76,Tons,27557.12,Haryana
Pulses,High Yield,Tamil Nadu,Kharif,2008,7.78,7.86,Tons,15986.23,Tamil Nadu
Rice,Organic,Punjab,Zaid,2003,39.22,31.63,Tons,86055.86,Punjab
Groundnut,Organic,Rajasthan,Kharif,2011,11.12,9.86,Tons,25456.45,Rajasthan
Jute,High Yield,Rajasthan,Rabi,2003,17.89,16.42,Tons,41304.38,Rajasthan
Pulses,Organic,Tamil Nadu,Zaid,2004,6.32,7.13,Tons,12387.73,Tamil Nadu
Oilseeds,Hybrid,Gujarat,Kharif,2003,12.12,12.11,Tons,22291.92,Gujarat
Maize,Organic,Maharashtra,Rabi,2011,26.8,26.13,Tons,42593.73,Maharashtra
Groundnut,High Yield,Karnataka,Kharif,2003,15.91,12.95,Tons,35734.91,Karnataka
Jute,High Yield,Haryana,Rabi,2008,27.91,27.62,Tons,65804.96,Haryana
Wheat,Hybrid,Madhya Pradesh,Rabi,2008,31.13,36.65,Tons,64217.92,Madhya Pradesh
Wheat,Standard,Andhra Pradesh,Rabi,2001,34.03,38.96,Tons,70454.6,Andhra Pradesh
Jute,High Yield,Punjab,Rabi,2005,24.95,24.03,Tons,62185.1,Punjab
Oilseeds,Organic,Rajasthan,Rabi,2009,9.83,9.63,Tons,14756.06,Rajasthan
Oilseeds,Organic,Haryana,Zaid,2002,11.87,12.34,Tons,18562.45,Haryana
Maize,High Yield,Karnataka,Zaid,2002,19.25,19.41,Tons,39653.07,Karnataka
Sugarcane,Hybrid,Andhra Pradesh,Rabi,2004,77.26,63.35,Tons,178219.01,Andhra Pradesh
Cotton,High Yield,Andhra Pradesh,Rabi,2010,13.02,10.7,Tons,32399.29,Andhra Pradesh
Wheat,High Yield,Punjab,Zaid,2005,37.48,35.98,Tons,66504.6,Punjab
Groundnut,Standard,Madhya Pradesh,Rabi,2012,16.41,18.55,Tons,33653.21,Madhya Pradesh
Maize,High Yield,Gujarat,Kharif,2013,29.05,26.2,Tons,51128.98,Gujarat
Groundnut,High Yield,Punjab,Kharif,2002,19.97,18.89,Tons,42486.76,Punjab
Rice,High Yield,Madhya Pradesh,Rabi,2008,40.37,33.91,Tons,67808.28,Madhya Pradesh
Rice,High Yield,Gujarat,Kharif,2002,38.12,44.77,Tons,77596.67,Gujarat
Cotton,Hybrid,Madhya Pradesh,Rabi,2007,11.95,14.18,Tons,29585.2,Madhya Pradesh
Maize,Standard,Maharashtra,Rabi,2014,27.65,32.76,Tons,44907.8,Maharashtra
Pulses,Hybrid,Maharashtra,Kharif,2005,9.0,7.77,Tons,21647.73,Maharashtra
Maize,Hybrid,Karnataka,Zaid,2004,21.36,18.13,Tons,35612.84,Karnataka
Jute,Organic,Madhya Pradesh,Rabi,2003,19.3,20.07,Tons,37618.16,Madhya Pradesh
Soybean,High Yield,Rajasthan,Zaid,2007,7.19,6.06,Tons,15110.75,Rajasthan
Oilseeds,Standard,Andhra Pradesh,Zaid,2007,8.81,9.92,Tons,20907.76,Andhra Pradesh
Jute,High Yield,Madhya Pradesh,Zaid,2013,13.02,15.4,Tons,27048.38,Madhya Pradesh
Cotton,Hybrid,Madhya Pradesh,Kharif,2005,10.28,10.01,Tons,24224.38,Madhya Pradesh
Wheat,Standard,Haryana,Rabi,2008,44.74,39.48,Tons,101437.54,Haryana
Groundnut,Standard,Gujarat,Zaid,2014,11.24,9.47,Tons,27386.47,Gujarat
Rice,High Yield,Uttar Pradesh,Rabi,2011,52.97,60.06,Tons,104722.7,Uttar Pradesh
Wheat,Hybrid,Punjab,Rabi,2010,42.6,41.26,Tons,77529.8,Punjab
Cotton,Organic,Andhra Pradesh,Zaid,2003,10.36,9.43,Tons,19238.25,Andhra Pradesh
Cotton,High Yield,Madhya Pradesh,Rabi,2014,10.35,12.11,Tons,16121.91,Madhya Pradesh
Sugarcane,Hybrid,Gujarat,Zaid,2012,54.19,62.12,Tons,125290.49,Gujarat
Sugarcane,High Yield,Gujarat,Zaid,2013,59.81,64.55,Tons,128536.94,Gujarat
Jute,Organic,Haryana,Rabi,2013,26.9,31.71,Tons,43811.34,Haryana
Jute,Standard,Karnataka,Rabi,2010,19.71,22.6,Tons,45566.37,Karnataka
Soybean,Standard,Punjab,Kharif,2008,11.62,13.82,Tons,25698.02,Punjab
Wheat,Hybrid,Punjab,Zaid,2008,31.02,29.28,Tons,71941.92,Punjab
Sugarcane,Organic,Punjab,Zaid,2014,73.0,86.69,Tons,132781.64,Punjab
Wheat,High Yield,Tamil Nadu,Rabi,2014,44.67,37.75,Tons,85522.24,Tamil Nadu
Jute,High Yield,Haryana,Rabi,2008,27.88,30.66,Tons,53985.84,Haryana
Oilseeds,High Yield,Gujarat,Rabi,2008,15.27,16.62,Tons,30673.66,Gujarat
Oilseeds,Organic,Madhya Pradesh,Rabi,2009,13.23,14.84,Tons,20370.34,Madhya Pradesh
Maize,Standard,Gujarat,Kharif,2001,29.1,33.71,Tons,48294.45,Gujarat
Oilseeds,High Yield,Maharashtra,Zaid,2010,10.52,11.2,Tons,18273.31,Maharashtra
Rice,High Yield,Karnataka,Zaid,2003,29.37,33.32,Tons,54222.26,Karnataka
Groundnut,High Yield,Gujarat,Kharif,2003,18.01,15.79,Tons,32059.46,Gujarat
Groundnut,Hybrid,Karnataka,Kharif,2013,12.43,11.07,Tons,29749.83,Karnataka
Soybean,High Yield,Punjab,Rabi,2003,15.16,12.59,Tons,28831.4,Punjab
Soybean,Standard,Punjab,Zaid,2009,9.65,9.47,Tons,20612.25,Punjab
Wheat,High Yield,Karnataka,Zaid,2004,28.87,30.55,Tons,54695.69,Karnataka
Wheat,Hybrid,Madhya Pradesh,Zaid,2004,21.57,21.46,Tons,36787.33,Madhya Pradesh
Pulses,Organic,Karnataka,Kharif,2009,7.53,7.42,Tons,13342.87,Karnataka
Rice,High Yield,Maharashtra,Rabi,2014,42.73,34.45,Tons,83760.68,Maharashtra
Pulses,Hybrid,Tamil Nadu,Zaid,2003,6.72,5.86,Tons,11112.42,Tamil Nadu
Rice,Standard,Andhra Pradesh,Zaid,2004,27.91,24.37,Tons,55932.08,Andhra Pradesh
Rice,Organic,Punjab,Rabi,2001,54.38,52.92,Tons,123174.36,Punjab
Wheat,Organic,Uttar Pradesh,Kharif,2008,43.49,36.29,Tons,78717.8,Uttar Pradesh
Oilseeds,Organic,Gujarat,Kharif,2001,12.63,14.33,Tons,26433.55,Gujarat
Wheat,Standard,Haryana,Zaid,2001,29.85,35.33,Tons,50780.36,Haryana
Jute,Standard,Haryana,Zaid,2007,20.98,24.93,Tons,42557.77,Haryana
Sugarcane,Organic,Tamil Nadu,Zaid,2002,53.35,62.06,Tons,107621.58,Tamil Nadu
Soybean,High Yield,Madhya Pradesh,Zaid,2010,7.36,6.24,Tons,17707.61,Madhya Pradesh
Maize,Standard,Andhra Pradesh,Zaid,2010,19.89,18.13,Tons,31239.56,Andhra Pradesh
Wheat,Standard,Maharashtra,Zaid,2002,28.45,31.46,Tons,57681.79,Maharashtra
Maize,High Yield,Rajasthan,Zaid,2009,17.64,15.01,Tons,38270.61,Rajasthan
Cotton,Hybrid,Uttar Pradesh,Kharif,2005,14.71,15.44,Tons,22746.71,Uttar Pradesh
Pulses,High Yield,Haryana,Rabi,2013,11.39,9.58,Tons,25852.24,Haryana
Sugarcane,Organic,Haryana,Rabi,2014,96.78,89.6,Tons,189861.87,Haryana
Sugarcane,Standard,Gujarat,Rabi,2006,93.96,91.65,Tons,187885.25,Gujarat
Sugarcane,Standard,Andhra Pradesh,Zaid,2006,52.01,51.66,Tons,90586.72,Andhra Pradesh
Cotton,Standard,Uttar Pradesh,Kharif,2011,12.66,15.15,Tons,25013.43,Uttar Pradesh
Pulses,High Yield,Maharashtra,Rabi,2013,10.07,9.32,Tons,16463.58,Maharashtra
Soybean,Organic,Rajasthan,Kharif,2003,7.67,6.92,Tons,12621.98,Rajasthan
Pulses,Standard,Uttar Pradesh,Zaid,2009,7.69,8.65,Tons,12893.9,Uttar Pradesh
Groundnut,Organic,Gujarat,Kharif,2005,16.33,17.86,Tons,28822.59,Gujarat
Jute,Standard,Tamil Nadu,Rabi,2006,25.98,25.88,Tons,46584.97,Tamil Nadu
Groundnut,Standard,Uttar Pradesh,Zaid,2004,16.32,18.75,Tons,39200.1,Uttar Pradesh
Pulses,Hybrid,Haryana,Rabi,2009,9.69,8.15,Tons,15578.4,Haryana
Groundnut,High Yield,Madhya Pradesh,Zaid,2014,9.61,11.12,Tons,17313.16,Madhya Pradesh
Pulses,High Yield,Madhya Pradesh,Rabi,2004,8.98,7.22,Tons,17277.7,Madhya Pradesh
Groundnut,Organic,Rajasthan,Kharif,2011,12.24,13.2,Tons,20115.61,Rajasthan
Jute,Hybrid,Madhya Pradesh,Zaid,2002,15.61,16.23,Tons,23761.88,Madhya Pradesh
Pulses,Organic,Karnataka,Rabi,2014,8.31,7.21,Tons,16914.16,Karnataka
Soybean,Standard,Madhya Pradesh,Kharif,2011,10.16,9.73,Tons,21623.5,Madhya Pradesh
Rice,Hybrid,Gujarat,Zaid,2010,39.69,36.92,Tons,90713.08,Gujarat
Rice,Standard,Haryana,Rabi,2013,60.05,52.64,Tons,94829.52,Haryana
Wheat,High Yield,Gujarat,Rabi,2010,37.6,32.3,Tons,61035.92,Gujarat
Jute,Standard,Rajasthan,Rabi,2001,18.32,21.93,Tons,41460.58,Rajasthan
Rice,High Yield,Haryana,Kharif,2010,44.61,39.39,Tons,94681.59,Haryana
Oilseeds,High Yield,Punjab,Kharif,2008,14.86,15.14,Tons,36573.4,Punjab
Rice,Standard,Madhya Pradesh,Kharif,2010,40.27,37.84,Tons,86718.67,Madhya Pradesh
Wheat,High Yield,Maharashtra,Kharif,2008,34.27,39.58,Tons,60816.16,Maharashtra
Soybean,High Yield,Maharashtra,Zaid,2011,7.95,6.84,Tons,15127.92,Maharashtra
Jute,Hybrid,Punjab,Zaid,2007,18.09,14.76,Tons,45043.21,Punjab
Wheat,Hybrid,Punjab,Kharif,2006,45.94,49.67,Tons,91065.45,Punjab
Cotton,Standard,Haryana,Rabi,2013,15.19,15.66,Tons,24279.22,Haryana
Oilseeds,Standard,Uttar Pradesh,Kharif,2013,16.53,19.32,Tons,37744.83,Uttar Pradesh
Soybean,Hybrid,Tamil Nadu,Kharif,2011,10.53,9.9,Tons,24528.45,Tamil Nadu
Rice,Standard,Uttar Pradesh,Kharif,2006,50.53,51.67,Tons,115068.3,Uttar Pradesh
Rice,High Yield,Uttar Pradesh,Kharif,2010,51.75,60.98,Tons,128596.8,Uttar Pradesh
Maize,Hybrid,Tamil Nadu,Rabi,2008,28.48,32.46,Tons,58106.8,Tamil Nadu
Rice,High Yield,Andhra Pradesh,Rabi,2005,48.69,41.01,Tons,98103.32,Andhra Pradesh
Wheat,Standard,Rajasthan,Zaid,2014,22.36,19.35,Tons,39421.49,Rajasthan
Soybean,Organic,Uttar Pradesh,Zaid,2009,9.4,11.23,Tons,15745.06,Uttar Pradesh
Groundnut,Organic,Maharashtra,Rabi,2002,15.43,12.49,Tons,36941.54,Maharashtra
Groundnut,High Yield,Karnataka,Zaid,2003,12.75,11.48,Tons,27874.03,Karnataka
Wheat,Organic,Punjab,Zaid,2012,36.06,37.29,Tons,72283.4,Punjab
Soybean,Organic,Uttar Pradesh,Rabi,2008,11.5,11.2,Tons,18282.46,Uttar Pradesh
Rice,Hybrid,Karnataka,Zaid,2005,30.8,26.88,Tons,55579.17,Karnataka
Jute,Hybrid,Andhra Pradesh,Zaid,2005,15.47,15.28,Tons,29644.33,Andhra Pradesh
Soybean,Organic,Punjab,Zaid,2010,11.61,10.29,Tons,25577.09,Punjab
Sugarcane,Hybrid,Rajasthan,Zaid,2011,52.5,60.07,Tons,106068.54,Rajasthan
Oilseeds,Standard,Punjab,Kharif,2013,16.89,18.6,Tons,32944.6,Punjab
Rice,High Yield,Haryana,Zaid,2007,43.13,48.88,Tons,71945.41,Haryana
Sugarcane,Organic,Rajasthan,Kharif,2010,62.66,52.48,Tons,125145.18,Rajasthan
Groundnut,High Yield,Uttar Pradesh,Kharif,2004,17.03,19.38,Tons,42513.51,Uttar Pradesh
Rice,Hybrid,Madhya Pradesh,Zaid,2014,27.71,31.44,Tons,52186.26,Madhya Pradesh
Groundnut,High Yield,Uttar Pradesh,Rabi,2007,18.56,17.14,Tons,34080.98,Uttar Pradesh
Oilseeds,Standard,Punjab,Kharif,2004,13.92,11.18,Tons,28446.8,Punjab
Wheat,Hybrid,Gujarat,Rabi,2001,37.03,33.32,Tons,82069.41,Gujarat
Wheat,Organic,Punjab,Kharif,2008,50.74,58.02,Tons,123463.12,Punjab
Groundnut,High Yield,Maharashtra,Kharif,2007,16.58,17.7,Tons,28392.94,Maharashtra
Soybean,High Yield,Gujarat,Rabi,2005,11.29,10.05,Tons,25875.93,Gujarat
Rice,Hybrid,Gujarat,Zaid,2006,36.33,41.22,Tons,88290.03,Gujarat
Sugarcane,Organic,Tamil Nadu,Zaid,2010,58.59,59.75,Tons,107678.92,Tamil Nadu
Rice,Hybrid,Rajasthan,Kharif,2003,32.67,33.46,Tons,65525.18,Rajasthan
Pulses,Organic,Maharashtra,Rabi,2013,9.39,10.69,Tons,16657.83,Maharashtra
Wheat,Organic,Tamil Nadu,Zaid,2005,32.36,31.8,Tons,53354.64,Tamil Nadu
Sugarcane,High Yield,Tamil Nadu,Rabi,2005,75.82,84.06,Tons,180052.9,Tamil Nadu
Soybean,High Yield,Rajasthan,Kharif,2010,7.34,6.62,Tons,16740.99,Rajasthan
Soybean,Standard,Uttar Pradesh,Zaid,2003,9.34,9.21,Tons,20187.85,Uttar Pradesh
Sugarcane,High Yield,Madhya Pradesh,Kharif,2011,57.95,65.41,Tons,120176.16,Madhya Pradesh
Cotton,Organic,Karnataka,Zaid,2001,9.12,10.65,Tons,21836.19,Karnataka
Oilseeds,Organic,Haryana,Rabi,2002,18.73,20.28,Tons,39760.35,Haryana
Soybean,High Yield,Gujarat,Kharif,2003,11.73,12.69,Tons,25516.42,Gujarat
Oilseeds,Organic,Andhra Pradesh,Rabi,2013,13.63,16.05,Tons,26499.7,Andhra Pradesh
Sugarcane,High Yield,Maharashtra,Kharif,2002,80.29,64.61,Tons,137256.25,Maharashtra
Oilseeds,Hybrid,Rajasthan,Kharif,2007,9.21,8.52,Tons,21055.89,Rajasthan
Wheat,High Yield,Madhya Pradesh,Zaid,2006,23.02,20.06,Tons,41733.53,Madhya Pradesh
Oilseeds,Hybrid,Haryana,Rabi,2011,16.24,17.83,Tons,29573.92,Haryana
Oilseeds,High Yield,Andhra Pradesh,Kharif,2012,12.83,13.76,Tons,23693.79,Andhra Pradesh
Pulses,Standard,Madhya Pradesh,Kharif,2002,6.36,5.19,Tons,13215.99,Madhya Pradesh
Pulses,High Yield,Maharashtra,Rabi,2003,9.24,8.6,Tons,14267.93,Maharashtra
Groundnut,High Yield,Haryana,Rabi,2009,19.59,17.73,Tons,37970.82,Haryana
Maize,Hybrid,Punjab,Zaid,2006,25.87,28.76,Tons,56540.56,Punjab
Wheat,Organic,Karnataka,Zaid,2006,29.09,32.04,Tons,65527.75,Karnataka
Soybean,High Yield,Karnataka,Kharif,2013,9.91,10.39,Tons,15238.23,Karnataka
Sugarcane,High Yield,Karnataka,Kharif,2014,69.92,76.25,Tons,107072.38,Karnataka
Jute,High Yield,Karnataka,Zaid,2013,13.72,16.32,Tons,24994.53,Karnataka
Wheat,Organic,Andhra Pradesh,Rabi,2010,38.76,35.15,Tons,69446.51,Andhra Pradesh
Pulses,Hybrid,Uttar Pradesh,Zaid,2007,7.94,6.65,Tons,15749.83,Uttar Pradesh
Groundnut,High Yield,Maharashtra,Zaid,2011,12.43,12.78,Tons,27593.03,Maharashtra
Oilseeds,Organic,Uttar Pradesh,Zaid,2004,13.03,12.58,Tons,28373.96,Uttar Pradesh
Jute,High Yield,Gujarat,Kharif,2004,25.28,26.74,Tons,56895.72,Gujarat
Pulses,Organic,Gujarat,Zaid,2004,7.15,7.26,Tons,16183.56,Gujarat
Oilseeds,Organic,Karnataka,Kharif,2014,10.5,8.7,Tons,20447.89,Karnataka
Sugarcane,Standard,Tamil Nadu,Zaid,2006,52.49,43.14,Tons,112311.16,Tamil Nadu
Cotton,Standard,Punjab,Rabi,2013,15.31,14.84,Tons,24429.16,Punjab
Groundnut,Hybrid,Uttar Pradesh,Zaid,2012,13.02,12.42,Tons,32014.24,Uttar Pradesh
Wheat,Standard,Haryana,Kharif,2005,39.93,33.2,Tons,86450.81,Haryana
Sugarcane,Organic,Andhra Pradesh,Rabi,2008,76.15,66.14,Tons,159880.73,Andhra Pradesh
Wheat,High Yield,Rajasthan,Kharif,2004,29.27,33.82,Tons,67761.34,Rajasthan
Maize,Standard,Punjab,Rabi,2013,33.2,38.4,Tons,79067.84,Punjab
Soybean,Organic,Andhra Pradesh,Kharif,2007,10.64,11.17,Tons,22976.19,Andhra Pradesh
Maize,High Yield,Tamil Nadu,Zaid,2009,22.38,24.25,Tons,44846.72,Tamil Nadu
Rice,Organic,Karnataka,Rabi,2003,44.93,49.41,Tons,95723.76,Karnataka
Jute,Hybrid,Maharashtra,Rabi,2008,24.5,28.86,Tons,37072.91,Maharashtra
Groundnut,High Yield,Uttar Pradesh,Rabi,2006,16.97,17.31,Tons,35331.94,Uttar Pradesh
Rice,Organic,Gujarat,Rabi,2003,51.7,60.73,Tons,77583.98,Gujarat
Groundnut,High Yield,Madhya Pradesh,Zaid,2014,9.3,11.11,Tons,15098.5,Madhya Pradesh
Sugarcane,Hybrid,Karnataka,Zaid,2012,58.86,47.58,Tons,103412.31,Karnataka
Oilseeds,Hybrid,Tamil Nadu,Kharif,2003,12.53,11.84,Tons,24550.39,Tamil Nadu
Wheat,Organic,Punjab,Zaid,2013,37.13,35.36,Tons,68853.88,Punjab
Groundnut,High Yield,Tamil Nadu,Rabi,2006,19.17,16.75,Tons,46572.11,Tamil Nadu
Oilseeds,Standard,Gujarat,Kharif,2004,14.44,14.6,Tons,22179.41,Gujarat
Rice,Standard,Uttar Pradesh,Kharif,2006,52.88,51.0,Tons,104221.27,Uttar Pradesh
Cotton,Organic,Rajasthan,Kharif,2003,10.09,10.55,Tons,23420.75,Rajasthan
Cotton,High Yield,Haryana,Rabi,2007,14.09,15.21,Tons,25411.9,Haryana
Pulses,Standard,Uttar Pradesh,Zaid,2005,7.84,8.35,Tons,14964.6,Uttar Pradesh
Groundnut,High Yield,Rajasthan,Zaid,2010,10.43,9.91,Tons,19838.84,Rajasthan
Jute,Organic,Maharashtra,Rabi,2004,20.67,22.95,Tons,43390.76,Maharashtra
Groundnut,Standard,Madhya Pradesh,Zaid,2001,12.0,11.69,Tons,18189.76,Madhya Pradesh
Maize,Standard,Gujarat,Kharif,2004,23.82,24.29,Tons,46622.98,Gujarat
Cotton,Standard,Haryana,Zaid,2011,11.34,9.75,Tons,21547.32,Haryana
Oilseeds,High Yield,Tamil Nadu,Zaid,2004,10.05,10.88,Tons,23608.91,Tamil Nadu
Oilseeds,High Yield,Karnataka,Zaid,2010,8.36,9.37,Tons,14784.64,Karnataka
Rice,Hybrid,Uttar Pradesh,Kharif,2008,52.26,52.1,Tons,99027.38,Uttar Pradesh
Pulses,Organic,Haryana,Zaid,2003,6.92,6.21,Tons,10393.72,Haryana
Jute,High Yield,Tamil Nadu,Kharif,2011,20.44,22.17,Tons,43899.75,Tamil Nadu
Maize,High Yield,Gujarat,Zaid,2003,20.42,23.39,Tons,48056.27,Gujarat
Pulses,High Yield,Punjab,Rabi,2004,10.84,8.83,Tons,26846.43,Punjab
Rice,High Yield,Tamil Nadu,Zaid,2013,38.62,31.64,Tons,92262.07,Tamil Nadu
Jute,High Yield,Haryana,Kharif,2009,22.34,26.53,Tons,53709.77,Haryana
Jute,Standard,Tamil Nadu,Zaid,2013,19.07,19.85,Tons,29809.96,Tamil Nadu
Pulses,Organic,Haryana,Zaid,2006,8.99,10.79,Tons,21402.79,Haryana
Jute,Hybrid,Tamil Nadu,Kharif,2008,24.04,20.46,Tons,57635.89,Tamil Nadu
Groundnut,High Yield,Rajasthan,Zaid,2010,11.68,10.1,Tons,24954.13,Rajasthan
Jute,High Yield,Tamil Nadu,Kharif,2001,20.44,18.56,Tons,31032.63,Tamil Nadu
Maize,Organic,Karnataka,Kharif,2003,23.37,23.21,Tons,42300.43,Karnataka
Cotton,Standard,Haryana,Kharif,2009,13.78,12.76,Tons,24442.19,Haryana
Oilseeds,Hybrid,Maharashtra,Rabi,2003,12.25,13.25,Tons,21952.88,Maharashtra
Oilseeds,High Yield,Maharashtra,Rabi,2011,15.14,14.57,Tons,24260.9,Maharashtra
Soybean,Hybrid,Gujarat,Kharif,2002,11.57,12.37,Tons,18015.09,Gujarat
Rice,Standard,Gujarat,Zaid,2012,34.16,38.3,Tons,61505.2,Gujarat
Maize,Standard,Rajasthan,Kharif,2010,19.66,20.36,Tons,36096.23,Rajasthan
Oilseeds,Standard,Gujarat,Zaid,2014,11.59,11.71,Tons,20029.23,Gujarat
Maize,High Yield,Maharashtra,Zaid,2010,17.66,14.82,Tons,40508.91,Maharashtra
Wheat,Standard,Andhra Pradesh,Zaid,2006,28.28,27.79,Tons,43913.85,Andhra Pradesh
Jute,Hybrid,Maharashtra,Rabi,2003,23.61,21.45,Tons,54442.62,Maharashtra
Rice,High Yield,Andhra Pradesh,Zaid,2006,28.28,32.94,Tons,62388.64,Andhra Pradesh
Rice,Hybrid,Uttar Pradesh,Rabi,2008,55.06,62.99,Tons,100639.89,Uttar Pradesh
Soybean,High Yield,Gujarat,Rabi,2011,13.79,13.69,Tons,20890.35,Gujarat
Rice,Standard,Punjab,Rabi,2007,50.85,42.09,Tons,112652.86,Punjab
Groundnut,Standard,Madhya Pradesh,Rabi,2010,15.88,18.61,Tons,32274.97,Madhya Pradesh
Oilseeds,Hybrid,Tamil Nadu,Zaid,2001,9.21,9.89,Tons,14794.06,Tamil Nadu
Cotton,Standard,Punjab,Zaid,2006,11.47,10.88,Tons,19950.99,Punjab
Soybean,Hybrid,Haryana,Rabi,2011,15.42,13.52,Tons,24413.55,Haryana
Rice,Standard,Gujarat,Zaid,2010,37.98,44.88,Tons,71630.93,Gujarat
Groundnut,Standard,Rajasthan,Zaid,2009,9.27,9.96,Tons,19723.2,Rajasthan
Jute,High Yield,Haryana,Zaid,2010,19.9,21.81,Tons,36430.58,Haryana
Oilseeds,Hybrid,Uttar Pradesh,Rabi,2009,14.84,12.57,Tons,31597.25,Uttar Pradesh
Oilseeds,High Yield,Gujarat,Kharif,2014,12.26,9.97,Tons,28671.79,Gujarat
Wheat,High Yield,Madhya Pradesh,Rabi,2006,34.39,29.35,Tons,78781.2,Madhya Pradesh
Soybean,Organic,Madhya Pradesh,Kharif,2006,8.43,9.11,Tons,13654.47,Madhya Pradesh
Cotton,High Yield,Rajasthan,Rabi,2014,11.92,10.99,Tons,19248.01,Rajasthan
Oilseeds,Hybrid,Uttar Pradesh,Rabi,2013,13.95,15.6,Tons,34090.29,Uttar Pradesh
Soybean,Hybrid,Uttar Pradesh,Rabi,2002,11.72,12.06,Tons,25524.35,Uttar Pradesh
Cotton,High Yield,Maharashtra,Kharif,2001,13.58,10.97,Tons,21602.63,Maharashtra
Cotton,High Yield,Uttar Pradesh,Kharif,2011,15.77,15.68,Tons,36300.48,Uttar Pradesh
Groundnut,High Yield,Tamil Nadu,Kharif,2006,14.5,11.84,Tons,32348.35,Tamil Nadu
Oilseeds,Organic,Tamil Nadu,Kharif,2011,11.56,13.83,Tons,21268.2,Tamil Nadu
Pulses,High Yield,Tamil Nadu,Kharif,2013,8.45,9.71,Tons,15759.21,Tamil Nadu
Rice,Standard,Maharashtra,Kharif,2002,36.77,40.56,Tons,68049.41,Maharashtra
Pulses,High Yield,Haryana,Zaid,2003,9.05,9.64,Tons,16986.65,Haryana
Rice,Standard,Punjab,Zaid,2009,46.28,55.18,Tons,106943.38,Punjab
Sugarcane,Standard,Punjab,Rabi,2003,114.47,134.11,Tons,254888.28,Punjab
Maize,Organic,Maharashtra,Zaid,2013,19.05,19.67,Tons,31782.35,Maharashtra
Maize,High Yield,Haryana,Zaid,2008,25.2,21.28,Tons,45972.39,Haryana
Sugarcane,Standard,Karnataka,Rabi,2004,65.53,70.18,Tons,144827.31,Karnataka
Pulses,Standard,Maharashtra,Kharif,2014,8.44,9.01,Tons,15702.12,Maharashtra
Cotton,Hybrid,Uttar Pradesh,Zaid,2012,13.17,13.82,Tons,19901.14,Uttar Pradesh
Rice,Organic,Rajasthan,Kharif,2008,35.16,29.33,Tons,80640.37,Rajasthan
Jute,Organic,Uttar Pradesh,Zaid,2010,19.8,22.3,Tons,39213.74,Uttar Pradesh
Soybean,Organic,Haryana,Rabi,2014,11.97,12.07,Tons,25014.57,Haryana
Jute,High Yield,Uttar Pradesh,Zaid,2001,19.83,17.65,Tons,33294.86,Uttar Pradesh
Groundnut,Standard,Uttar Pradesh,Zaid,2006,15.68,18.21,Tons,25524.15,Uttar Pradesh
Jute,Standard,Karnataka,Rabi,2004,22.68,22.87,Tons,36142.44,Karnataka
Jute,Standard,Uttar Pradesh,Kharif,2008,20.6,22.98,Tons,47977.11,Uttar Pradesh
Oilseeds,Hybrid,Haryana,Zaid,2005,12.31,14.74,Tons,27873.78,Haryana
Cotton,Organic,Uttar Pradesh,Zaid,2010,10.73,11.18,Tons,16404.1,Uttar Pradesh
Jute,High Yield,Tamil Nadu,Zaid,2007,18.04,18.01,Tons,42542.55,Tamil Nadu
Groundnut,Hybrid,Madhya Pradesh,Rabi,2008,15.04,13.3,Tons,33272.48,Madhya Pradesh
Sugarcane,Hybrid,Andhra Pradesh,Kharif,2004,69.26,72.57,Tons,155436.5,Andhra Pradesh
Sugarcane,Organic,Rajasthan,Rabi,2013,61.22,57.19,Tons,102237.68,Rajasthan
Sugarcane,Hybrid,Madhya Pradesh,Rabi,2011,70.43,69.52,Tons,118312.91,Madhya Pradesh
Sugarcane,Hybrid,Punjab,Zaid,2006,80.92,78.86,Tons,129321.48,Punjab
Soybean,Hybrid,Madhya Pradesh,Rabi,2001,10.89,12.6,Tons,20125.26,Madhya Pradesh
Maize,High Yield,Madhya Pradesh,Kharif,2008,21.57,22.66,Tons,32573.54,Madhya Pradesh
Soybean,Hybrid,Maharashtra,Rabi,2009,12.2,10.06,Tons,23771.47,Maharashtra
Soybean,Organic,Madhya Pradesh,Zaid,2002,7.13,6.5,Tons,12794.27,Madhya Pradesh
Pulses,Organic,Uttar Pradesh,Zaid,2008,7.71,8.22,Tons,12888.26,Uttar Pradesh
Rice,Hybrid,Haryana,Kharif,2009,43.85,36.65,Tons,92354.94,Haryana
Cotton,Hybrid,Uttar Pradesh,Zaid,2009,12.23,11.98,Tons,25547.74,Uttar Pradesh
Pulses,Standard,Karnataka,Kharif,2006,8.4,7.92,Tons,19704.05,Karnataka
Soybean,High Yield,Haryana,Zaid,2005,8.7,8.78,Tons,13062.91,Haryana
Soybean,Organic,Uttar Pradesh,Zaid,2003,10.35,11.96,Tons,25417.84,Uttar Pradesh
Pulses,Hybrid,Madhya Pradesh,Zaid,2005,5.33,4.29,Tons,9217.99,Madhya Pradesh
Jute,High Yield,Gujarat,Zaid,2011,14.97,12.16,Tons,35497.52,Gujarat
Maize,Hybrid,Karnataka,Kharif,2008,27.04,26.5,Tons,47228.88,Karnataka
